seed,round,station,method,episode,epsilon,reward
11,2,commuter,local_q,7,0.7200000000000001,-106.08294984886982
11,2,commuter,pooled_q,7,0.7200000000000001,-102.61794984886981
11,2,mixed_use,federated_q,4,0.7200000000000001,-105.26015787613892
11,2,mixed_use,local_q,4,0.7200000000000001,-103.64523636284017
11,2,mixed_use,pooled_q,4,0.7200000000000001,-104.38557092091965
11,2,mixed_use,federated_q,5,0.7200000000000001,-105.68953699683304
11,2,mixed_use,local_q,5,0.7200000000000001,-114.57824373442702
11,2,mixed_use,pooled_q,5,0.7200000000000001,-105.16586874377998
11,2,mixed_use,federated_q,6,0.7200000000000001,-114.8325388737481
11,2,mixed_use,local_q,6,0.7200000000000001,-114.42120132654311
11,2,mixed_use,pooled_q,6,0.7200000000000001,-119.79361519610602
11,2,mixed_use,federated_q,7,0.7200000000000001,-97.95862807031466
11,2,mixed_use,local_q,7,0.7200000000000001,-98.48572371969323
11,2,mixed_use,pooled_q,7,0.7200000000000001,-103.71320297702324
11,3,campus,federated_q,8,0.6480000000000001,-32.21976202025502
11,3,campus,local_q,8,0.6480000000000001,-32.98210020301426
11,3,campus,pooled_q,8,0.6480000000000001,-36.33738466131527
11,3,campus,federated_q,9,0.6480000000000001,-35.75065236430843
11,3,campus,local_q,9,0.6480000000000001,-27.09570185755542
11,3,campus,pooled_q,9,0.6480000000000001,-37.83620292564918
11,3,campus,federated_q,10,0.6480000000000001,-25.473256621670906
11,3,campus,local_q,10,0.6480000000000001,-25.763854177755853
11,3,campus,pooled_q,10,0.6480000000000001,-32.42016138499514
11,3,campus,federated_q,11,0.6480000000000001,-20.97939206431372
11,3,campus,local_q,11,0.6480000000000001,-15.972792869916296
11,3,campus,pooled_q,11,0.6480000000000001,-21.259346033229754
11,3,commuter,federated_q,8,0.6480000000000001,-116.32256775286046
11,3,commuter,local_q,8,0.6480000000000001,-114.5150677528605
11,3,commuter,pooled_q,8,0.6480000000000001,-121.44506775286048
11,3,commuter,federated_q,9,0.6480000000000001,-104.73986558597915
