seed,station,episode,scenario_seed,method,reward,cost_usd,delivered_kwh,unmet_kwh,demand_kwh,fulfillment,completion_rate,solar_fraction,peak_grid_kw
11,campus,4,fedcharge-v1/11/evaluation/0/4,solar_only,-86.7452650246063,0.0,6.314314521128916,23.264894886433805,29.579209407562722,0.21347137559107618,0.0,1.0,0.0
11,campus,4,fedcharge-v1/11/evaluation/0/4,federated_q,-10.138728670850227,3.207630552192045,22.27714790231854,7.30206150524418,29.579209407562722,0.7531353389256843,0.4,0.2834435785413868,1.5000000000000002
11,campus,4,fedcharge-v1/11/evaluation/0/4,local_q,-24.398568270787898,2.343451617926233,19.252344195477843,10.326865212084877,29.579209407562722,0.6508741978261077,0.55,0.32797639897857617,1.5
11,campus,4,fedcharge-v1/11/evaluation/0/4,pooled_q,-19.123850603297818,2.554411279806984,20.349479661352007,9.229729746210712,29.579209407562722,0.6879656376532198,0.4,0.31029365989741464,1.5000000000000002
11,campus,5,fedcharge-v1/11/evaluation/0/5,fcfs,-14.943517416423177,2.699554185307424,20.65738130167333,8.22533613319727,28.8827174348706,0.7152159885320666,0.625,0.355357327789396,1.5000000000000002
11,campus,5,fedcharge-v1/11/evaluation/0/5,edf,-9.871017373298919,3.0982736427286612,21.751625201782428,7.131092233088171,28.8827174348706,0.7531017554297477,0.45,0.33748061353538467,1.5
11,campus,5,fedcharge-v1/11/evaluation/0/5,shortest_remaining,-23.754272704566954,2.1184668119974495,18.77901276938258,10.10370466548802,28.8827174348706,0.6501816462293938,0.65,0.3823483768838382,1.5000000000000002
11,campus,5,fedcharge-v1/11/evaluation/0/5,solar_only,-78.82711064703604,0.0,7.340751818489269,21.54196561638133,28.8827174348706,0.2541572424770065,0.075,1.0,0.0
11,campus,5,fedcharge-v1/11/evaluation/0/5,federated_q,-30.651316454693358,2.5528909137260016,17.486488839703007,11.39622859516759,28.8827174348706,0.6054308732941891,0.325,0.3265806432365551,1.5
11,campus,5,fedcharge-v1/11/evaluation/0/5,local_q,-38.96911154363231,1.7356830085657546,15.659488240883169,13.22322919398743,28.8827174348706,0.5421750317017332,0.5,0.3818180420498703,1.5
11,campus,5,fedcharge-v1/11/evaluation/0/5,pooled_q,-19.494792994685348,2.406100364737069,19.688435421906824,9.194282012963775,28.8827174348706,0.6816683875505647,0.375,0.37284586922135016,1.5
11,campus,6,fedcharge-v1/11/evaluation/0/6,fcfs,-11.38556043730561,3.18441761459062,21.8538228064982,7.513741407303298,29.3675642138015,0.7441482939272109,0.6,0.2533845745038476,1.5
11,campus,6,fedcharge-v1/11/evaluation/0/6,edf,-5.944841221980714,3.601428648647456,23.02536885637455,6.3421953574269505,29.3675642138015,0.7840408107647419,0.375,0.2404921991759536,1.5
11,campus,6,fedcharge-v1/11/evaluation/0/6,shortest_remaining,-20.998825961844098,2.5353854588243263,19.801363270437246,9.566200943364255,29.3675642138015,0.6742596398625206,0.65,0.270756699917592,1.5
11,campus,6,fedcharge-v1/11/evaluation/0/6,solar_only,-89.78314888967087,0.0,5.537421593107027,23.830142620694474,29.3675642138015,0.18855569882451045,0.025,1.0,0.0
11,campus,6,fedcharge-v1/11/evaluation/0/6,federated_q,-12.685656231889187,3.393507837712706,21.635621692205902,7.731942521595594,29.3675642138015,0.7367182901072226,0.25,0.24199524253171928,1.5
11,campus,6,fedcharge-v1/11/evaluation/0/6,local_q,-25.69240281802948,2.475455313911963,18.850661870217696,10.516902343583803,29.3675642138015,0.641887142324139,0.5,0.27711819935044596,1.5
11,campus,6,fedcharge-v1/11/evaluation/0/6,pooled_q,-18.102914255461545,2.614740482199551,20.3964166163888,8.971147597412699,29.3675642138015,0.6945219040945642,0.325,0.2675590123648482,1.5
11,campus,7,fedcharge-v1/11/evaluation/0/7,fcfs,-16.755818682482374,2.5236725787159187,19.401393869138825,8.40838499322632,27.80977886236515,0.6976464633235414,0.625,0.2662149824812205,1.5000000000000002
11,campus,7,fedcharge-v1/11/evaluation/0/7,edf,-12.41858685946203,2.8465014906869577,20.3334060161371,7.4763728462280445,27.80977886236515,0.7311602913770094,0.5,0.25797793929673424,1.5000000000000002
11,campus,7,fedcharge-v1/11/evaluation/0/7,shortest_remaining,-23.79430387248308,2.2149971736796794,17.93196175013144,9.877817112233709,27.80977886236515,0.6448077792664034,0.65,0.2832250171213199,1.5000000000000002
11,campus,7,fedcharge-v1/11/evaluation/0/7,solar_only,-85.01126453482622,0.0,5.245570182926868,22.564208679438277,27.80977886236515,0.18862322526504066,0.0,1.0,0.0
11,campus,7,fedcharge-v1/11/evaluation/0/7,federated_q,-18.013416775141767,2.727528926812205,19.190645520226205,8.619133342138941,27.80977886236515,0.6900682531566916,0.4,0.2514713115021603,1.5000000000000002
11,campus,7,fedcharge-v1/11/evaluation/0/7,local_q,-30.33540485088148,2.1117550655977895,16.60309313283538,11.206685729529767,27.80977886236515,0.5970235583320036,0.5,0.2839845762892416,1.5000000000000002
11,campus,7,fedcharge-v1/11/evaluation/0/7,pooled_q,-21.54651631974651,2.3190927398242684,18.402338373907668,9.407440488457476,27.80977886236515,0.6617218520500884,0.4,0.2751990127875593,1.5000000000000002
11,campus,8,fedcharge-v1/11/evaluation/0/8,fcfs,-8.435839295352775,2.881113757199775,21.837892966346956,6.848154626124989,28.686047592471947,0.7612722838847222,0.6,0.30758092248570373,1.5000000000000002
11,campus,8,fedcharge-v1/11/evaluation/0/8,edf,-3.673427293075109,3.2131148612470106,22.856775587611935,5.829272004860009,28.686047592471947,0.7967906876655332,0.425,0.2957670075870767,1.5000000000000002
11,campus,8,fedcharge-v1/11/evaluation/0/8,shortest_remaining,-17.135199513138417,2.2908923664848406,19.979976644646843,8.706070947825104,28.686047592471947,0.6965050371697135,0.65,0.3340216160089675,1.5000000000000002
11,campus,8,fedcharge-v1/11/evaluation/0/8,solar_only,-80.94278977670113,0.0,6.760280118637328,21.925767473834618,28.686047592471947,0.2356643973640838,0.0,1.0,0.0
11,campus,8,fedcharge-v1/11/evaluation/0/8,federated_q,-13.69161226288102,2.9788941714986885,20.806294455701092,7.879753136770855,28.686047592471947,0.7253106022581259,0.375,0.28500439437374403,1.5000000000000002
11,campus,8,fedcharge-v1/11/evaluation/0/8,local_q,-20.22499417539318,2.501731652916099,19.40418556948214,9.281862022989806,28.686047592471947,0.6764328723547947,0.525,0.3196414924714612,1.5000000000000002
11,campus,8,fedcharge-v1/11/evaluation/0/8,pooled_q,-12.015243782713252,2.5843470201796785,21.062658721470843,7.6233888710011035,28.686047592471947,0.7342474997147497,0.475,0.3163132390317197,1.5000000000000002
11,campus,9,fedcharge-v1/11/evaluation/0/9,fcfs,3.1542430053296417,2.599997557750054,22.478433840094738,4.181048319253761,26.659482159348503,0.8431684346206393,0.725,0.3896278239606847,1.4565584445545365
11,campus,9,fedcharge-v1/11/evaluation/0/9,edf,8.164498918703393,2.9625303783361088,23.5529915868867,3.1064905724617997,26.659482159348503,0.883475209537314,0.725,0.37551765366182904,1.5
11,campus,9,fedcharge-v1/11/evaluation/0/9,shortest_remaining,-8.496555094747858,1.8344192217688395,19.995158552882998,6.664323606465504,26.659482159348503,0.7500205155287095,0.75,0.4420567205611622,1.4565584445545365
11,campus,9,fedcharge-v1/11/evaluation/0/9,solar_only,-62.41510795027154,0.0,8.844564137424493,17.814918021924008,26.659482159348503,0.3317605377538449,0.075,1.0,0.0
11,campus,9,fedcharge-v1/11/evaluation/0/9,federated_q,-3.550919042532016,2.6771067676782283,21.15282327250804,5.506658886840458,26.659482159348503,0.7934446418003855,0.525,0.3757460971750007,1.5
11,campus,9,fedcharge-v1/11/evaluation/0/9,local_q,-15.386770394549877,1.9705303279180135,18.644337714152428,8.015144445196071,26.659482159348503,0.6993510827671701,0.575,0.42731620729918346,1.3067897480290052
11,campus,9,fedcharge-v1/11/evaluation/0/9,pooled_q,-4.1518720477543365,2.080148336680503,20.913240985264036,5.746241174084466,26.659482159348503,0.7844578848254383,0.6,0.4070450356322055,1.5
11,campus,10,fedcharge-v1/11/evaluation/0/10,fcfs,-21.250286781424474,2.450813062353462,20.009057035416053,9.702132688621765,29.71118972403782,0.6734518954395063,0.5,0.25689430934645174,1.5
11,campus,10,fedcharge-v1/11/evaluation/0/10,edf,-14.693817179925357,2.764339934450073,21.383056330135197,8.32813339390262,29.71118972403782,0.7196970746962464,0.325,0.24834296979870896,1.5
11,campus,10,fedcharge-v1/11/evaluation/0/10,shortest_remaining,-29.559839288523435,2.173068286397281,18.291597578805025,11.419592145232794,29.71118972403782,0.6156467562793765,0.55,0.27140841536786786,1.5
11,campus,10,fedcharge-v1/11/evaluation/0/10,solar_only,-92.12132680719196,0.0,5.344686417791856,24.366503306245964,29.71118972403782,0.17988799733144784,0.0,1.0,0.0
11,campus,10,fedcharge-v1/11/evaluation/0/10,federated_q,-17.413851695103617,2.6844418795413487,20.8230698161178,8.888119907920018,29.71118972403782,0.7008494109298797,0.35,0.2494456065832903,1.5
11,campus,10,fedcharge-v1/11/evaluation/0/10,local_q,-32.21629815197015,2.100981109989761,17.745888370834177,11.96530135320364,29.71118972403782,0.597279628842223,0.425,0.2918023534479012,1.5
11,campus,10,fedcharge-v1/11/evaluation/0/10,pooled_q,-23.658801510464862,2.3988536229741846,19.51696220173212,10.194227522305699,29.71118972403782,0.6568892859225336,0.325,0.2528823443085048,1.5
11,campus,11,fedcharge-v1/11/evaluation/0/11,fcfs,1.8629367671857844,3.0570206573954706,24.23467572165728,4.828679574269007,29.06335529592629,0.833856775134775,0.675,0.2876743435374267,1.5
11,campus,11,fedcharge-v1/11/evaluation/0/11,edf,9.857615972879312,3.6868262879898537,25.95957268891486,3.1037826070114236,29.06335529592629,0.8932063220021098,0.675,0.26855967594748553,1.5000000000000002
11,campus,11,fedcharge-v1/11/evaluation/0/11,shortest_remaining,-7.898670138245753,2.457176188837322,22.162385446859343,6.900969849066943,29.06335529592629,0.7625542619287928,0.75,0.3091593928262243,1.5
11,campus,11,fedcharge-v1/11/evaluation/0/11,solar_only,-81.39494903835428,0.0,6.971694429070171,22.091660866856117,29.06335529592629,0.23987920039113203,0.025,1.0,0.0
11,campus,11,fedcharge-v1/11/evaluation/0/11,federated_q,-0.7155634747392478,3.3409773006317867,23.775767001919537,5.287588294006749,29.06335529592629,0.8180668322646183,0.5,0.2678357476028164,1.5000000000000002
11,campus,11,fedcharge-v1/11/evaluation/0/11,local_q,-12.850488993119178,2.622537290120005,21.205093896141193,7.858261399785092,29.06335529592629,0.7296161671709473,0.6,0.2998253404602812,1.5
11,campus,11,fedcharge-v1/11/evaluation/0/11,pooled_q,-0.8525101927199872,2.8543301009706075,23.651048218391153,5.412307077535132,29.06335529592629,0.8137755595516613,0.55,0.29477316881240606,1.5
11,commuter,0,fedcharge-v1/11/evaluation/1/0,fcfs,-61.17071245807754,4.146115047728368,18.47363853693387,18.87455898682076,37.34819752375463,0.4946326666818139,0.34545454545454546,0.09597456285304432,1.5
11,commuter,0,fedcharge-v1/11/evaluation/1/0,edf,-61.170712458077524,4.146115047728368,18.47363853693387,18.874558986820755,37.34819752375463,0.4946326666818139,0.18181818181818182,0.09597456285304432,1.5
11,commuter,0,fedcharge-v1/11/evaluation/1/0,shortest_remaining,-62.6811918798145,4.112272102631624,18.164774063567123,19.1834234601875,37.34819752375463,0.4863628037742318,0.5454545454545454,0.09760646494598937,1.5
11,commuter,0,fedcharge-v1/11/evaluation/1/0,solar_only,-140.52779318058163,0.0,1.7729993828873813,35.57519814086724,37.34819752375463,0.047472153957622665,0.01818181818181818,1.0,0.0
11,commuter,0,fedcharge-v1/11/evaluation/1/0,federated_q,-69.90821245807754,3.5086150477283677,16.59863853693387,20.74955898682076,37.34819752375463,0.4444294407079917,0.2,0.10681595234104622,1.5
11,commuter,0,fedcharge-v1/11/evaluation/1/0,local_q,-72.01571245807753,3.741115047728368,16.22363853693387,21.12455898682076,37.34819752375463,0.43438879551322723,0.2545454545454545,0.10928494115861036,1.5
11,commuter,0,fedcharge-v1/11/evaluation/1/0,pooled_q,-99.00354924580262,1.6036150477283677,10.39857117938885,26.94962634436578,37.34819752375463,0.2784223033193243,0.12727272727272726,0.1512642456552197,1.5
11,commuter,1,fedcharge-v1/11/evaluation/1/1,fcfs,-70.70395732129128,3.974705421260935,16.798761702783196,20.882003400703386,37.680765103486586,0.4458179566324361,0.32727272727272727,0.06252831428399441,1.5
11,commuter,1,fedcharge-v1/11/evaluation/1/1,edf,-70.70395732129128,3.974705421260935,16.798761702783196,20.882003400703386,37.680765103486586,0.4458179566324361,0.18181818181818182,0.06252831428399441,1.5
11,commuter,1,fedcharge-v1/11/evaluation/1/1,shortest_remaining,-70.7039573212913,3.974705421260935,16.798761702783196,20.882003400703386,37.680765103486586,0.4458179566324361,0.43636363636363634,0.06252831428399441,1.5
11,commuter,1,fedcharge-v1/11/evaluation/1/1,solar_only,-145.47106915727855,0.0,1.0503982513335568,36.630366852153024,37.680765103486586,0.027876245305761157,0.0,1.0,0.0
11,commuter,1,fedcharge-v1/11/evaluation/1/1,federated_q,-84.8639573212913,3.1347054212609353,13.798761702783194,23.882003400703386,37.680765103486586,0.3662017388682588,0.12727272727272726,0.0761226459271119,1.5
11,commuter,1,fedcharge-v1/11/evaluation/1/1,local_q,-77.93395732129129,3.704705421260935,15.298761702783194,22.382003400703386,37.680765103486586,0.4060098477503475,0.2909090909090909,0.06865903736133529,1.5
11,commuter,1,fedcharge-v1/11/evaluation/1/1,pooled_q,-106.4702805816059,1.4247054212609351,9.13549705072027,28.545268052766314,37.680765103486586,0.24244457419138143,0.07272727272727272,0.09710841066942129,1.5
11,commuter,2,fedcharge-v1/11/evaluation/1/2,fcfs,-72.30151406738841,4.054801986867493,17.28231178053339,21.382255965263575,38.66456774579697,0.4469806023477933,0.3090909090909091,0.06015949984162373,1.5
11,commuter,2,fedcharge-v1/11/evaluation/1/2,edf,-72.12081740627745,4.068492086567655,17.32118913269561,21.343378613101354,38.66456774579697,0.44798610569178055,0.18181818181818182,0.06002447204166564,1.5
11,commuter,2,fedcharge-v1/11/evaluation/1/2,shortest_remaining,-73.59133521753252,4.030026669282994,17.019392486987666,21.6451752588093,38.66456774579697,0.440180596324855,0.509090909090909,0.06108885693885954,1.5
11,commuter,2,fedcharge-v1/11/evaluation/1/2,solar_only,-149.45979481906843,0.0,1.0396952328238904,37.62487251297308,38.66456774579697,0.02689012947615095,0.03636363636363636,1.0,0.0
11,commuter,2,fedcharge-v1/11/evaluation/1/2,federated_q,-79.07692479460518,3.497517121858322,15.815772662088206,22.84879508370876,38.66456774579697,0.4090508076042686,0.23636363636363636,0.06573787161952138,1.5
11,commuter,2,fedcharge-v1/11/evaluation/1/2,local_q,-79.30053297032367,3.80262803584524,15.832073209741889,22.83249453605508,38.66456774579697,0.4094723963767295,0.2727272727272727,0.06567018855017287,1.5
11,commuter,2,fedcharge-v1/11/evaluation/1/2,pooled_q,-105.90613399419864,1.6641530711359065,10.083258012025022,28.58130973377195,38.66456774579697,0.26078807031590623,0.18181818181818182,0.09136893101572098,1.5
11,commuter,3,fedcharge-v1/11/evaluation/1/3,fcfs,-71.64756064707149,4.086097109727055,17.84728180571584,21.352186335765065,39.199468141480914,0.4552939785126786,0.2727272727272727,0.08293003140072143,1.5
11,commuter,3,fedcharge-v1/11/evaluation/1/3,edf,-71.64756064707149,4.086097109727055,17.84728180571584,21.352186335765065,39.199468141480914,0.4552939785126786,0.14545454545454545,0.08293003140072143,1.5
11,commuter,3,fedcharge-v1/11/evaluation/1/3,shortest_remaining,-72.01506064707148,4.078597109727055,17.772281805715842,21.427186335765068,39.199468141480914,0.4533806872473659,0.45454545454545453,0.0832800006631407,1.5
11,commuter,3,fedcharge-v1/11/evaluation/1/3,solar_only,-149.39749436309597,0.0,1.4800756405655389,37.719392500915376,39.199468141480914,0.03775754393461582,0.0,1.0,0.0
11,commuter,3,fedcharge-v1/11/evaluation/1/3,federated_q,-85.80756064707144,3.246097109727055,14.847281805715843,24.352186335765065,39.199468141480914,0.37876232790016956,0.10909090909090909,0.09968664028426709,1.5
11,commuter,3,fedcharge-v1/11/evaluation/1/3,local_q,-77.2406597532526,3.908176921033363,16.69307794674088,22.506390194740028,39.199468141480914,0.4258496030224514,0.2909090909090909,0.07873426809163812,1.5
11,commuter,3,fedcharge-v1/11/evaluation/1/3,pooled_q,-106.09055928437279,1.5907571528967483,10.459614086889516,28.739854054591394,39.199468141480914,0.26683051027983573,0.12727272727272726,0.12321114378935584,1.5
11,commuter,4,fedcharge-v1/11/evaluation/1/4,fcfs,-62.5930894559896,3.9090180445287324,17.132707102030075,18.954194628372733,36.086901730402815,0.4747624839068952,0.38181818181818183,0.10274994033006137,1.5
11,commuter,4,fedcharge-v1/11/evaluation/1/4,edf,-62.4705894559896,3.9115180445287323,17.157707102030074,18.929194628372734,36.086901730402815,0.47545525604307826,0.23636363636363636,0.10260022635645312,1.5
11,commuter,4,fedcharge-v1/11/evaluation/1/4,shortest_remaining,-64.5184542078347,3.8637344954035973,16.738577441836032,19.34832428856678,36.086901730402815,0.4638408020418657,0.5272727272727272,0.10516930955112962,1.5
11,commuter,4,fedcharge-v1/11/evaluation/1/4,solar_only,-135.54568375948122,0.0,1.7603846324260088,34.326517097976804,36.086901730402815,0.048781816892385206,0.03636363636363636,1.0,0.0
11,commuter,4,fedcharge-v1/11/evaluation/1/4,federated_q,-74.8230894559896,3.1390180445287323,14.532707102030075,21.554194628372734,36.086901730402815,0.40271418174385504,0.21818181818181817,0.12113260248533465,1.5
11,commuter,4,fedcharge-v1/11/evaluation/1/4,local_q,-66.08558945598959,3.776518044528732,16.407707102030074,19.679194628372734,36.086901730402815,0.4546720919575859,0.2909090909090909,0.10729010589226096,1.5
11,commuter,4,fedcharge-v1/11/evaluation/1/4,pooled_q,-89.37765717109417,1.924018044528732,11.37879355900916,24.708108171393647,36.086901730402815,0.31531644484244137,0.12727272727272726,0.14118114377188712,1.5
11,commuter,5,fedcharge-v1/11/evaluation/1/5,fcfs,-80.33205226951492,3.813653516409545,16.24851694471432,23.19172892445492,39.440245869169246,0.4119780844828839,0.21818181818181817,0.08505968939895563,1.5
11,commuter,5,fedcharge-v1/11/evaluation/1/5,edf,-80.27886108161026,3.8180285491809234,16.26003018884953,23.180215680319716,39.440245869169246,0.4122700006178239,0.18181818181818182,0.08499946116083176,1.5
11,commuter,5,fedcharge-v1/11/evaluation/1/5,shortest_remaining,-80.4109732434329,3.807162180892479,16.231434482827307,23.20881138634194,39.440245869169246,0.41154496188157763,0.41818181818181815,0.08514920883753736,1.5
11,commuter,5,fedcharge-v1/11/evaluation/1/5,solar_only,-150.80709052099633,0.0,1.3907785911361317,38.04946727803311,39.440245869169246,0.03526292903319131,0.0,1.0,0.0
11,commuter,5,fedcharge-v1/11/evaluation/1/5,federated_q,-99.22676099140278,2.7992273077363894,12.266689958602118,27.173555910567124,39.440245869169246,0.311019611776586,0.12727272727272726,0.11267047664654334,1.5
11,commuter,5,fedcharge-v1/11/evaluation/1/5,local_q,-80.36271656456967,3.811131344954825,16.24187965141243,23.198366217756814,39.440245869169246,0.4118097971622645,0.21818181818181817,0.08509444929859936,1.5
11,commuter,5,fedcharge-v1/11/evaluation/1/5,pooled_q,-109.19417029188315,1.5380285491809231,10.020968346794946,29.419277522374298,39.440245869169246,0.25407976360077456,0.09090909090909091,0.11406402284686065,1.5
11,commuter,6,fedcharge-v1/11/evaluation/1/6,fcfs,-72.30821117847225,3.74696671055527,16.436931608290923,21.249544019051974,37.6864756273429,0.4361493436219686,0.3090909090909091,0.1188654465978126,1.5
11,commuter,6,fedcharge-v1/11/evaluation/1/6,edf,-72.30821117847225,3.74696671055527,16.436931608290923,21.249544019051974,37.6864756273429,0.4361493436219686,0.18181818181818182,0.1188654465978126,1.5
11,commuter,6,fedcharge-v1/11/evaluation/1/6,shortest_remaining,-72.30821117847226,3.74696671055527,16.436931608290923,21.249544019051974,37.6864756273429,0.4361493436219686,0.4727272727272727,0.1188654465978126,1.5
11,commuter,6,fedcharge-v1/11/evaluation/1/6,solar_only,-140.9769864277856,0.0,1.9537832163172026,35.7326924110257,37.6864756273429,0.05184308651296812,0.03636363636363636,1.0,0.0
11,commuter,6,fedcharge-v1/11/evaluation/1/6,federated_q,-82.85321117847224,3.04196671055527,14.186931608290925,23.499544019051974,37.6864756273429,0.37644622831214797,0.10909090909090909,0.1377171096796858,1.5
11,commuter,6,fedcharge-v1/11/evaluation/1/6,local_q,-75.92321117847224,3.6119667105552704,15.686931608290925,21.999544019051974,37.6864756273429,0.4162483051853617,0.2545454545454545,0.12454846270156368,1.5
11,commuter,6,fedcharge-v1/11/evaluation/1/6,pooled_q,-106.0119419138589,1.34771671055527,9.21633546121359,28.47014016612931,37.6864756273429,0.24455286167769974,0.05454545454545454,0.15143622702467113,1.5
11,commuter,7,fedcharge-v1/11/evaluation/1/7,fcfs,-92.84850454454104,3.510473223085048,14.065762768256826,25.85094852242821,39.91671129068504,0.3523777965029702,0.2727272727272727,0.06373398295001283,1.5
11,commuter,7,fedcharge-v1/11/evaluation/1/7,edf,-92.84850454454107,3.510473223085048,14.065762768256826,25.85094852242821,39.91671129068504,0.3523777965029702,0.12727272727272726,0.06373398295001283,1.5
