method,slot,delivered_kwh,solar_kwh,grid_kwh,cost_usd,missed_kwh,reward,action
solar_only,5,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,6,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,7,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,8,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,9,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,10,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,11,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,12,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,13,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,14,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,15,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,16,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,17,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,18,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,19,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,20,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,21,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,22,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,23,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,24,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,25,0.014656436255078531,0.014656436255078531,0.0,0.0,0,0.014656436255078531,solar_only
solar_only,26,0.029250111400015787,0.029250111400015787,0.0,0.0,0,0.029250111400015787,solar_only
solar_only,27,0.04371853307737938,0.04371853307737938,0.0,0.0,0,0.04371853307737938,solar_only
solar_only,28,0.057999745284314334,0.057999745284314334,0.0,0.0,0,0.057999745284314334,solar_only
solar_only,29,0.07203259367765896,0.07203259367765896,0.0,0.0,0,0.07203259367765896,solar_only
solar_only,30,0.08575698744623089,0.08575698744623089,0.0,0.0,0,0.08575698744623089,solar_only
solar_only,31,0.09911415662890583,0.09911415662890583,0.0,0.0,0.32899117394692756,-1.2168505391588045,solar_only
solar_only,32,0.11204690377661361,0.11204690377661361,0.0,0.0,1.2157037853102692,-4.750768237464463,solar_only
solar_only,33,0.12449984888059637,0.12449984888059637,0.0,0.0,0.21563882640592488,-0.7380554567431031,solar_only
solar_only,34,0.13641966651810788,0.13641966651810788,0.0,0.0,0,0.13641966651810788,solar_only
solar_only,35,0.1477553142000606,0.1477553142000606,0.0,0.0,0,0.1477553142000606,solar_only
solar_only,36,0.15845825094280014,0.15845825094280014,0.0,0.0,0.7850887381292583,-2.981896701574233,solar_only
solar_only,37,0.1684826451280494,0.1684826451280494,0.0,0.0,0.49136583448484084,-1.796980692811314,solar_only
solar_only,38,0.1777855707609341,0.1777855707609341,0.0,0.0,0,0.1777855707609341,solar_only
solar_only,39,0.18632719128568304,0.18632719128568304,0.0,0.0,0,0.18632719128568304,solar_only
solar_only,40,0.1940709301718759,0.1940709301718759,0.0,0.0,0,0.1940709301718759,solar_only
solar_only,41,0.2009836275407616,0.2009836275407616,0.0,0.0,0,0.2009836275407616,solar_only
solar_only,42,0.2070356821609499,0.2070356821609499,0.0,0.0,0.35016306978036676,-1.1936165969605173,solar_only
solar_only,43,0.21220117820542875,0.21220117820542875,0.0,0.0,0.7522462508838739,-2.7967838253300665,solar_only
solar_only,44,0.21645799622711454,0.21645799622711454,0.0,0.0,0.8393256732049126,-3.1408446965925356,solar_only
solar_only,45,0.21978790787771957,0.21978790787771957,0.0,0.0,0,0.21978790787771957,solar_only
solar_only,46,0.22217665396433872,0.22217665396433872,0.0,0.0,0,0.22217665396433872,solar_only
solar_only,47,0.2236140055095022,0.2236140055095022,0.0,0.0,0.04947722863858575,0.025705090955159188,solar_only
solar_only,48,0.22409380755322728,0.22409380755322728,0.0,0.0,0.26715380533433464,-0.8445214137841113,solar_only
solar_only,49,0.2236140055095022,0.2236140055095022,0.0,0.0,0.8727530132004991,-3.2673980472924944,solar_only
solar_only,50,0.22217665396433872,0.22217665396433872,0.0,0.0,0.5287863606647771,-1.8929687886947697,solar_only
solar_only,51,0.21978790787771957,0.21978790787771957,0.0,0.0,1.3499636184811112,-5.180066566046725,solar_only
solar_only,52,0.21645799622711454,0.21645799622711454,0.0,0.0,1.4966187731142604,-5.770017096229927,solar_only
solar_only,53,0.21220117820542878,0.21220117820542878,0.0,0.0,0.7821748905665442,-2.916498384060748,solar_only
solar_only,54,0.2070356821609499,0.2070356821609499,0.0,0.0,0,0.2070356821609499,solar_only
solar_only,55,0.2009836275407616,0.2009836275407616,0.0,0.0,1.418292392334723,-5.472185941798131,solar_only
solar_only,56,0.19407093017187596,0.19407093017187596,0.0,0.0,0.7394422063010023,-2.7636978950321334,solar_only
solar_only,57,0.18632719128568304,0.18632719128568304,0.0,0.0,0,0.18632719128568304,solar_only
solar_only,58,0.1777855707609341,0.1777855707609341,0.0,0.0,0,0.1777855707609341,solar_only
solar_only,59,0.1684826451280494,0.1684826451280494,0.0,0.0,1.103291291489123,-4.244682520828443,solar_only
solar_only,60,0.15845825094280017,0.15845825094280017,0.0,0.0,0.24463907121229525,-0.8200980339063808,solar_only
solar_only,61,0.1477553142000606,0.1477553142000606,0.0,0.0,0.2259546608807351,-0.7560633293228798,solar_only
solar_only,62,0.1364196665181079,0.1364196665181079,0.0,0.0,0.8508012395637613,-3.2667852917369373,solar_only
solar_only,63,0.12449984888059643,0.12449984888059643,0.0,0.0,1.5799352776939504,-6.195241261895205,solar_only
solar_only,64,0.11204690377661361,0.11204690377661361,0.0,0.0,0.921013996179033,-3.5720090809395186,solar_only
solar_only,65,0.09911415662890592,0.09911415662890592,0.0,0.0,0.325882482797724,-1.2044157745619901,solar_only
solar_only,66,0.08575698744623092,0.08575698744623092,0.0,0.0,0,0.08575698744623092,solar_only
solar_only,67,0.072032593677659,0.072032593677659,0.0,0.0,0.8329893414894722,-3.25992477228023,solar_only
solar_only,68,0.0579997452843144,0.0579997452843144,0.0,0.0,0.8015757642708441,-3.148303311799062,solar_only
solar_only,69,0.04371853307737936,0.04371853307737936,0.0,0.0,0,0.04371853307737936,solar_only
solar_only,70,0.02925011140001588,0.02925011140001588,0.0,0.0,0,0.02925011140001588,solar_only
solar_only,71,0.014656436255078545,0.014656436255078545,0.0,0.0,0,0.014656436255078545,solar_only
solar_only,72,2.7443576412880273e-17,2.7443576412880273e-17,0.0,0.0,0.44187909036709155,-1.7675163614683662,solar_only
solar_only,73,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,74,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,75,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,76,0.0,0.0,0.0,0.0,0.31936440504294594,-1.2774576201717838,solar_only
solar_only,77,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,78,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,79,0.0,0.0,0.0,0.0,0.3237469800550628,-1.2949879202202512,solar_only
solar_only,80,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,81,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,82,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,83,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,84,0.0,0.0,0.0,0.0,0.62161781487958,-2.48647125951832,solar_only
solar_only,85,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,86,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,87,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,88,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,89,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,90,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,91,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,92,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,93,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,94,0.0,0.0,0.0,0.0,0,0.0,solar_only
solar_only,95,0.0,0.0,0.0,0.0,0,0.0,solar_only
federated_q,0,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,1,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,2,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,3,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,4,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,5,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,6,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,7,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,8,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,9,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,10,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,11,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,12,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,13,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,14,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,15,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
federated_q,16,0.0,0.0,0.0,0.0,0,0.0,solar_only
federated_q,17,0.0,0.0,0.0,0.0,0,0.0,solar_only
federated_q,18,0.0,0.0,0.0,0.0,0,0.0,solar_only
federated_q,19,0.0,0.0,0.0,0.0,0,0.0,solar_only
federated_q,20,0.175,0.0,0.175,0.017499999999999998,0,0.1575,edf
federated_q,21,0.175,0.0,0.175,0.017499999999999998,0,0.1575,edf
federated_q,22,0.26249999999999996,0.0,0.26249999999999996,0.026249999999999996,0,0.23624999999999996,edf
federated_q,23,0.26249999999999996,0.0,0.26249999999999996,0.026249999999999996,0,0.23624999999999996,edf
federated_q,24,0.375,0.0,0.375,0.037500000000000006,0,0.3375,edf
federated_q,25,0.3896564362550785,0.014656436255078531,0.375,0.037500000000000006,0,0.35215643625507853,edf
federated_q,26,0.35,0.029250111400015787,0.3207498885999842,0.032074988859998425,0,0.31792501114000155,edf
federated_q,27,0.4187185330773794,0.04371853307737938,0.375,0.037500000000000006,0,0.3812185330773794,edf
federated_q,28,0.43299974528431434,0.057999745284314334,0.375,0.0675,0,0.36549974528431434,edf
federated_q,29,0.44703259367765896,0.07203259367765896,0.375,0.0675,0,0.37953259367765896,edf
federated_q,30,0.4607569874462309,0.08575698744623089,0.375,0.0675,0,0.3932569874462309,edf
federated_q,31,0.4741141566289058,0.09911415662890583,0.375,0.0675,0.0,0.4066141566289058,fcfs
federated_q,32,0.0,0.0,0.0,0.0,0.0,0.0,pause
federated_q,33,0.4994998488805964,0.12449984888059637,0.375,0.0675,0.0,0.4319998488805964,edf
federated_q,34,0.49126292321927634,0.13641966651810788,0.35484325670116845,0.06387178620621031,0,0.427391137013066,edf
federated_q,35,0.5227553142000606,0.1477553142000606,0.375,0.0675,0,0.4552553142000606,edf
federated_q,36,0.5013726947160853,0.15845825094280014,0.3429144437732851,0.06172459987919132,0.2970885870098544,-0.7487062532025237,edf
federated_q,37,0.0,0.0,0.0,0.0,0.0,0.0,pause
federated_q,38,0.0,0.0,0.0,0.0,0,0.0,pause
federated_q,39,0.525,0.18632719128568304,0.338672808714317,0.060961105568577055,0,0.464038894431423,edf
federated_q,40,0.44380055798698625,0.1940709301718759,0.24972962781511035,0.044951333006719864,0,0.39884922498026637,edf
federated_q,41,0.51234515692143,0.2009836275407616,0.3113615293806684,0.05604507528852031,0,0.4563000816329097,edf
federated_q,42,0.525,0.2070356821609499,0.3179643178390501,0.057233577211029014,0.0,0.467766422788971,edf
federated_q,43,0.34492935921917517,0.21220117820542875,0.13272818101374642,0.023891072582474356,0.3184492528040782,-0.9527587245796121,edf
federated_q,44,0.525,0.21645799622711454,0.3085420037728855,0.055537560679119385,0.40182567320491247,-1.1378402534987693,edf
federated_q,45,0.525,0.21978790787771957,0.30521209212228045,0.05493817658201048,0,0.4700618234179895,edf
federated_q,46,0.5058964673362538,0.22217665396433872,0.2837198133719151,0.05106956640694472,0,0.4548269009293091,edf
federated_q,47,0.525,0.2236140055095022,0.30138599449049785,0.054249479008289615,0.0,0.4707505209917104,edf
federated_q,48,0.525,0.22409380755322728,0.30090619244677275,0.05416311464041909,0.0,0.4708368853595809,edf
federated_q,49,0.525,0.2236140055095022,0.30138599449049785,0.054249479008289615,0.0,0.4707505209917104,edf
federated_q,50,0.525,0.22217665396433872,0.3028233460356613,0.05450820228641903,0.05240036617427932,0.2608903330164637,edf
federated_q,51,0.513878101601701,0.21978790787771957,0.29409019372398143,0.05293623487031666,0.266287656438404,-0.6042087590222318,edf
federated_q,52,0.525,0.21645799622711454,0.3085420037728855,0.055537560679119385,0.32088119539732474,-0.8140623422684183,edf
federated_q,53,0.525,0.21220117820542878,0.31279882179457125,0.05630378792302282,0.2986328867936586,-0.7258353350976573,edf
federated_q,54,0.525,0.2070356821609499,0.3179643178390501,0.057233577211029014,0,0.467766422788971,edf
federated_q,55,0.525,0.2009836275407616,0.3240163724592384,0.058322947042662915,1.1054935705401516,-3.9552972292032695,edf
federated_q,56,0.525,0.19407093017187596,0.3309290698281241,0.05956723256906234,0.38759037192757695,-1.08492872027937,edf
federated_q,57,0.4777494399050788,0.18632719128568304,0.29142224861939575,0.05245600475149123,0,0.42529343515358753,edf
federated_q,58,0.525,0.1777855707609341,0.3472144292390659,0.06249859726303186,0,0.46250140273696816,edf
federated_q,59,0.5071390712122953,0.1684826451280494,0.3386564260842459,0.06095815669516426,0.12720818893058675,-0.06265184120521594,edf
federated_q,60,0.47191291182353534,0.15845825094280017,0.31345466088073515,0.056421838958532325,0.0,0.41549107286500303,edf
federated_q,61,0.5227553142000606,0.1477553142000606,0.375,0.0675,0.0,0.4552553142000606,edf
federated_q,62,0.5114196665181079,0.1364196665181079,0.375,0.0675,0.4735565537638218,-1.450306548537179,edf
federated_q,63,0.4994998488805964,0.12449984888059643,0.375,0.0675,0.8783547930926547,-3.0814193234900227,edf
federated_q,64,0.48704690377661364,0.11204690377661361,0.375,0.14250000000000002,0.5710139961790329,-1.9395090809395181,shortest_remaining
federated_q,65,0.43792938657433766,0.09911415662890592,0.33881522994543173,0.12874978737926407,0.0,0.3091795991950736,shortest_remaining
federated_q,66,0.46075698744623095,0.08575698744623092,0.375,0.14250000000000002,0,0.31825698744623093,edf
federated_q,67,0.447032593677659,0.072032593677659,0.375,0.14250000000000002,0.44367119474748595,-1.4701521853122848,edf
federated_q,68,0.26249999999999996,0.0579997452843144,0.20450025471568556,0.07771009679196052,0.535075660674562,-1.9555127394902088,edf
federated_q,69,0.175,0.04371853307737936,0.13128146692262063,0.04988695743059584,0,0.12511304256940414,edf
federated_q,70,0.09200417109956532,0.02925011140001588,0.06275405969954945,0.02384654268582879,0,0.06815762841373653,edf
federated_q,71,0.0,0.0,0.0,0.0,0,0.0,pause
federated_q,72,0.0,0.0,0.0,0.0,0.0,0.0,pause
federated_q,73,0.0,0.0,0.0,0.0,0,0.0,pause
federated_q,74,0.0,0.0,0.0,0.0,0,0.0,pause
federated_q,75,0.0,0.0,0.0,0.0,0,0.0,pause
federated_q,76,0.0,0.0,0.0,0.0,0.0,0.0,pause
federated_q,77,0.0,0.0,0.0,0.0,0,0.0,pause
federated_q,78,0.0,0.0,0.0,0.0,0,0.0,pause
federated_q,79,0.0,0.0,0.0,0.0,0.0,0.0,pause
federated_q,80,0.0875,0.0,0.0875,0.033249999999999995,0,0.05425,shortest_remaining
federated_q,81,0.0875,0.0,0.0875,0.033249999999999995,0,0.05425,shortest_remaining
federated_q,82,0.006939618853698731,0.0,0.006939618853698731,0.002637055164405518,0,0.004302563689293213,shortest_remaining
federated_q,83,0.0,0.0,0.0,0.0,0,0.0,edf
federated_q,84,0.0,0.0,0.0,0.0,0.0,0.0,edf
federated_q,85,0.0,0.0,0.0,0.0,0,0.0,edf
federated_q,86,0.0,0.0,0.0,0.0,0,0.0,edf
federated_q,87,0.0,0.0,0.0,0.0,0,0.0,edf
federated_q,88,0.0,0.0,0.0,0.0,0,0.0,edf
federated_q,89,0.0,0.0,0.0,0.0,0,0.0,edf
federated_q,90,0.0,0.0,0.0,0.0,0,0.0,edf
federated_q,91,0.0,0.0,0.0,0.0,0,0.0,edf
federated_q,92,0.0,0.0,0.0,0.0,0,0.0,edf
federated_q,93,0.0,0.0,0.0,0.0,0,0.0,edf
federated_q,94,0.0,0.0,0.0,0.0,0,0.0,edf
federated_q,95,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,0,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,1,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,2,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,3,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,4,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,5,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,6,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,7,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,8,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,9,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,10,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,11,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,12,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,13,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,14,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,15,0.0,0.0,0.0,0.0,0,0.0,shortest_remaining
local_q,16,0.0,0.0,0.0,0.0,0,0.0,fcfs
local_q,17,0.0,0.0,0.0,0.0,0,0.0,fcfs
local_q,18,0.0,0.0,0.0,0.0,0,0.0,fcfs
local_q,19,0.0,0.0,0.0,0.0,0,0.0,fcfs
local_q,20,0.175,0.0,0.175,0.017499999999999998,0,0.1575,shortest_remaining
local_q,21,0.175,0.0,0.175,0.017499999999999998,0,0.1575,shortest_remaining
local_q,22,0.26249999999999996,0.0,0.26249999999999996,0.026249999999999996,0,0.23624999999999996,shortest_remaining
local_q,23,0.26249999999999996,0.0,0.26249999999999996,0.026249999999999996,0,0.23624999999999996,shortest_remaining
local_q,24,0.375,0.0,0.375,0.037500000000000006,0,0.3375,shortest_remaining
local_q,25,0.3896564362550785,0.014656436255078531,0.375,0.037500000000000006,0,0.35215643625507853,shortest_remaining
local_q,26,0.35,0.029250111400015787,0.3207498885999842,0.032074988859998425,0,0.31792501114000155,shortest_remaining
local_q,27,0.4187185330773794,0.04371853307737938,0.375,0.037500000000000006,0,0.3812185330773794,shortest_remaining
local_q,28,0.43299974528431434,0.057999745284314334,0.375,0.0675,0,0.36549974528431434,edf
local_q,29,0.44703259367765896,0.07203259367765896,0.375,0.0675,0,0.37953259367765896,edf
local_q,30,0.4607569874462309,0.08575698744623089,0.375,0.0675,0,0.3932569874462309,edf
local_q,31,0.4741141566289058,0.09911415662890583,0.375,0.0675,0.0,0.4066141566289058,fcfs
local_q,32,0.0,0.0,0.0,0.0,0.0,0.0,pause
local_q,33,0.4994998488805964,0.12449984888059637,0.375,0.0675,0.0,0.4319998488805964,fcfs
local_q,34,0.4724814562966557,0.13641966651810788,0.33606178977854784,0.060491122160138605,0,0.4119903341365171,fcfs
local_q,35,0.5227553142000606,0.1477553142000606,0.375,0.0675,0,0.4552553142000606,fcfs
local_q,36,0.5013726947160853,0.15845825094280014,0.3429144437732851,0.06172459987919132,0.315870053932475,-0.8238321208930062,fcfs
local_q,37,0.0,0.0,0.0,0.0,0.0,0.0,pause
local_q,38,0.0,0.0,0.0,0.0,0,0.0,pause
local_q,39,0.46221221387906175,0.18632719128568304,0.2758850225933787,0.049659304066808165,0,0.41255290981225357,fcfs
local_q,40,0.44380055798698625,0.1940709301718759,0.24972962781511035,0.044951333006719864,0,0.39884922498026637,fcfs
local_q,41,0.525,0.2009836275407616,0.3240163724592384,0.058322947042662915,0,0.4666770529573371,fcfs
local_q,42,0.525,0.2070356821609499,0.3179643178390501,0.057233577211029014,0.24984515692142997,-0.5316142048967489,fcfs
local_q,43,0.525,0.21220117820542875,0.3127988217945713,0.05630378792302283,0.49344925280407825,-1.5051007991393357,fcfs
local_q,44,0.5005905230469806,0.21645799622711454,0.28413252681986606,0.05114385482757589,0.5768256732049125,-1.8578560246002453,fcfs
local_q,45,0.525,0.21978790787771957,0.30521209212228045,0.05493817658201048,0,0.4700618234179895,fcfs
local_q,46,0.525,0.22217665396433872,0.3028233460356613,0.05450820228641903,0,0.47049179771358096,fcfs
local_q,47,0.4227904844171334,0.2236140055095022,0.1991764789076312,0.03585176620337362,0.46747230842077037,-1.4829505154693217,fcfs
local_q,48,0.4599444098052201,0.22409380755322728,0.23585060225199284,0.04245310840535871,0.06839646733625379,0.14390543205484624,shortest_remaining
local_q,49,0.525,0.2236140055095022,0.30138599449049785,0.054249479008289615,0.0,0.4707505209917104,shortest_remaining
local_q,50,0.525,0.22217665396433872,0.3028233460356613,0.05450820228641903,0.6649003661742794,-2.1891096669835366,shortest_remaining
local_q,51,0.45988851111737405,0.21978790787771957,0.2401006032396545,0.04321810858313781,1.6596402724454502,-6.221890687247565,shortest_remaining
local_q,52,0.494364405042946,0.21645799622711454,0.27790640881583145,0.05002315358684966,1.62890668099198,-6.071285472511824,shortest_remaining
local_q,53,0.4058278931959858,0.21220117820542878,0.193626714990557,0.03485280869830026,0.0,0.3709750844976855,shortest_remaining
local_q,54,0.525,0.2070356821609499,0.3179643178390501,0.057233577211029014,0,0.467766422788971,shortest_remaining
local_q,55,0.44200417109956536,0.2009836275407616,0.24102054355880376,0.04338369784058468,1.630493570540152,-6.123353808901627,shortest_remaining
local_q,56,0.525,0.19407093017187596,0.3309290698281241,0.05956723256906234,0.0,0.4654327674309377,shortest_remaining
local_q,57,0.525,0.18632719128568304,0.338672808714317,0.060961105568577055,0,0.464038894431423,shortest_remaining
local_q,58,0.525,0.1777855707609341,0.3472144292390659,0.06249859726303186,0,0.46250140273696816,shortest_remaining
local_q,59,0.4987469800550628,0.1684826451280494,0.3302643349270134,0.05944758028686241,0.10476377912536666,0.02024428326673372,shortest_remaining
local_q,60,0.15845825094280017,0.15845825094280017,0.0,0.0,0.0,0.15845825094280017,solar_only
local_q,61,0.1477553142000606,0.1477553142000606,0.0,0.0,0.0,0.1477553142000606,solar_only
local_q,62,0.1364196665181079,0.1364196665181079,0.0,0.0,0.21105655376382174,-0.7078065485371791,solar_only
local_q,63,0.12449984888059643,0.12449984888059643,0.0,0.0,0.20532305481003796,-0.6967923703595554,solar_only
local_q,64,0.11204690377661361,0.11204690377661361,0.0,0.0,0.8840141472984365,-3.4240096854171327,solar_only
local_q,65,0.09911415662890592,0.09911415662890592,0.0,0.0,0.0,0.09911415662890592,solar_only
local_q,66,0.26249999999999996,0.08575698744623092,0.17674301255376904,0.06716234477043223,0,0.19533765522956772,shortest_remaining
local_q,67,0.26249999999999996,0.072032593677659,0.19046740632234094,0.07237761440248956,0.3653461754656544,-1.271262316265107,shortest_remaining
local_q,68,0.14796135292625243,0.0579997452843144,0.08996160764193803,0.03418541090393645,0.0,0.11377594202231597,shortest_remaining
local_q,69,0.0875,0.04371853307737936,0.04378146692262064,0.01663695743059584,0,0.07086304256940415,edf
local_q,70,0.0875,0.02925011140001588,0.05824988859998412,0.022134957667993966,0,0.06536504233200603,edf
local_q,71,0.0875,0.014656436255078545,0.07284356374492144,0.02768055422307015,0,0.059819445776929846,edf
local_q,72,0.0875,2.7443576412880273e-17,0.08749999999999997,0.03324999999999999,0.0,0.05425000000000001,edf
local_q,73,0.009117814879579939,0.0,0.009117814879579939,0.0034647696542403766,0,0.005653045225339562,edf
local_q,74,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,75,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,76,0.0,0.0,0.0,0.0,0.0,0.0,edf
local_q,77,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,78,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,79,0.0,0.0,0.0,0.0,0.0,0.0,edf
local_q,80,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,81,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,82,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,83,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,84,0.0,0.0,0.0,0.0,0.0,0.0,edf
local_q,85,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,86,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,87,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,88,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,89,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,90,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,91,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,92,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,93,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,94,0.0,0.0,0.0,0.0,0,0.0,edf
local_q,95,0.0,0.0,0.0,0.0,0,0.0,edf
pooled_q,0,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,1,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,2,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,3,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,4,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,5,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,6,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,7,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,8,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,9,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,10,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,11,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,12,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,13,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,14,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,15,0.0,0.0,0.0,0.0,0,0.0,fcfs
pooled_q,16,0.0,0.0,0.0,0.0,0,0.0,edf
pooled_q,17,0.0,0.0,0.0,0.0,0,0.0,edf
pooled_q,18,0.0,0.0,0.0,0.0,0,0.0,edf
pooled_q,19,0.0,0.0,0.0,0.0,0,0.0,edf
pooled_q,20,0.175,0.0,0.175,0.017499999999999998,0,0.1575,fcfs
pooled_q,21,0.175,0.0,0.175,0.017499999999999998,0,0.1575,fcfs
pooled_q,22,0.26249999999999996,0.0,0.26249999999999996,0.026249999999999996,0,0.23624999999999996,fcfs
pooled_q,23,0.26249999999999996,0.0,0.26249999999999996,0.026249999999999996,0,0.23624999999999996,fcfs
pooled_q,24,0.375,0.0,0.375,0.037500000000000006,0,0.3375,fcfs
pooled_q,25,0.3896564362550785,0.014656436255078531,0.375,0.037500000000000006,0,0.35215643625507853,fcfs
pooled_q,26,0.35,0.029250111400015787,0.3207498885999842,0.032074988859998425,0,0.31792501114000155,fcfs
pooled_q,27,0.4187185330773794,0.04371853307737938,0.375,0.037500000000000006,0,0.3812185330773794,fcfs
pooled_q,28,0.43299974528431434,0.057999745284314334,0.375,0.0675,0,0.36549974528431434,shortest_remaining
pooled_q,29,0.44703259367765896,0.07203259367765896,0.375,0.0675,0,0.37953259367765896,shortest_remaining
